,Sample Name,Corrected 29N2 g-1,Corrected 30N2 g-1,Del Value
1,MSM_TR_CoreB_T0_A,0.180837848,0.489174403,142.315
2,MSM_TR_CoreC_T0_B,0.263747346,0.634426922,151.158
3,MSM_TR_CoreC_T0_A,0.038722317,0.130843285,36.035
4,MSM_TR_CoreB_T0_B,0.003181029,0.117550394,3.137
5,MSM_TR_CoreA_T0_B,0.007117032,0.130406409,5.593
6,MSM_TR_CoreA_T0_A,0.005335455,0.143097764,3.425
