Row,Identifier 1,Identifier 2,Method,Ref  Name,Rt,Peak Nr,Area 28,Ampl  28,Area 29,Ampl  29,Area 30,Ampl  30,d 15N/14N,AT% 15N/14N,Area All,rArea All,rArea 28,BGD 28,rArea 29,BGD 29,rArea 30,BGD 30,rR 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,rR 30N2/28N2,rd 30N2/28N2,d 30N2/28N2
14,GWI_TR_CoreA_T1_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,34.7,1,85.838,4420,0.63,3246,0.055,1037,-0.817,0.366174,86.524,167270,85838,37.2,63029,42.4,18403,706.2,0.7342799,-0.817,-0.817,0.21439,,
14,GWI_TR_CoreA_T1_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,74.6,2,85.801,4409,0.63,3235,0.053,985,-1.558,0.365903,86.483,166391,85801,38.3,62955,44.3,17636,823.0,0.7337358,-1.558,-1.558,0.2055434,,
14,GWI_TR_CoreA_T1_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,114.5,3,85.949,4415,0.632,3243,0.053,982,0,0.366472,86.634,166763,85949,38.4,63162,42.7,17651,868.6,0.7348806,0,0,0.2053695,,
14,GWI_TR_CoreA_T1_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,154.2,4,85.821,4412,0.63,3238,0.053,982,-1.261,0.366012,86.504,166466,85821,37.5,62989,42.3,17657,893.1,0.7339539,-1.261,-1.261,0.2057389,,
14,GWI_TR_CoreA_T1_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,353.4,5,13.682,971,0.118,839,1.84,44083,177.133,0.431107,15.64,638787,13682,35.4,11835,41.6,613270,735.0,0.8650523,177.133,177.133,44.8239703,,
14,GWI_TR_CoreA_T1_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,416.7,6,10.425,739,0.092,655,1.66,39769,204.347,0.441029,12.177,573016,10425,36.8,9226,50.8,553364,766.4,0.8850509,204.347,204.347,53.081646,,
