Row,Identifier 1,Identifier 2,Method,Ref  Name,Rt,Peak Nr,Area 28,Ampl  28,Area 29,Ampl  29,Area 30,Ampl  30,d 15N/14N,AT% 15N/14N,Area All,rArea All,rArea 28,BGD 28,rArea 29,BGD 29,rArea 30,BGD 30,rR 29N2/28N2,rd 29N2/28N2,d 29N2/28N2,rR 30N2/28N2,rd 30N2/28N2,d 30N2/28N2
106,STD_30_B,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,34.9,1,83.713,4304,0.615,3160,0.05,944,0.211,0.366549,84.378,161979,83713,16.7,61457,18.2,16809,743.7,0.734133,0.211,0.211,0.2007933,,
106,STD_30_B,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,74.6,2,83.802,4319,0.615,3170,0.048,905,0.153,0.366528,84.466,161476,83802,16.8,61519,18.4,16155,847.9,0.7340908,0.153,0.153,0.1927751,,
106,STD_30_B,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,114.5,3,83.748,4306,0.615,3160,0.048,893,0,0.366472,84.411,161250,83748,16.9,61469,18.8,16034,885.4,0.7339782,0,0,0.1914502,,
106,STD_30_B,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,154.2,4,83.772,4300,0.615,3155,0.048,892,0.007,0.366475,84.435,161286,83772,16.9,61487,18.7,16027,906.4,0.7339836,0.007,0.007,0.1913124,,
106,STD_30_B,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,349.4,5,19.039,3289,0.14,2408,0.011,510,0.894,0.366799,19.19,36842,19039,16.3,13987,18.3,3817,815.1,0.7346345,0.894,0.894,0.2004662,,
106,STD_30_B,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,414.2,6,17.7,3065,0.13,2246,0.011,465,0.916,0.366806,17.841,34245,17700,17.9,13003,19.1,3541,767.0,0.7346504,0.916,0.916,0.2000644,,
105,STD_30_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,34.9,1,83.752,4307,0.615,3162,0.05,944,0.19,0.366541,84.417,161992,83752,16.8,61485,18.4,16755,739.7,0.7341279,0.19,0.19,0.2000594,,
105,STD_30_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,74.6,2,83.812,4312,0.615,3165,0.048,900,0.125,0.366518,84.476,161448,83812,16.9,61525,18.6,16111,844.6,0.7340801,0.125,0.125,0.1922234,,
105,STD_30_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,114.5,3,83.73,4305,0.615,3160,0.048,891,0,0.366472,84.393,161198,83730,17.0,61457,18.9,16011,882.2,0.7339883,0,0,0.1912226,,
105,STD_30_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,154.2,4,83.782,4305,0.615,3160,0.048,892,-0.013,0.366467,84.444,161276,83782,17.0,61494,18.7,16000,902.9,0.733979,-0.013,-0.013,0.1909776,,
105,STD_30_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,349.9,5,18.97,3277,0.139,2402,0.011,506,0.819,0.366771,19.121,36701,18970,16.2,13935,18.4,3795,812.6,0.7345897,0.819,0.819,0.2000268,,
105,STD_30_A,SW-SERC,N2+ inject2 no split_c adj timings-x,N2_zero,414.9,6,17.64,3057,0.13,2240,0.011,463,0.999,0.366837,17.78,34113,17640,17.9,12960,19.0,3513,765.3,0.7347218,0.999,0.999,0.1991278,,
